candidate_id,direction,content_class,style_class,content_index,style_index,style_crop,slot,review_status,pixel_standard_deviation,visual_review_status,rejection_reason,selection_status,selection_reason
dog_to_cat_02,dog_to_cat,dog,cat,7041,89,"[0.18, 0.12, 0.88, 0.88]",2,pending,0.2547864250282311,accepted,,selected,human_accepted_before_model_evaluation
dog_to_cat_03,dog_to_cat,dog,cat,319,89,"[0.18, 0.12, 0.88, 0.88]",3,pending,0.2634650407648086,accepted,,selected,human_accepted_before_model_evaluation
dog_to_cat_04,dog_to_cat,dog,cat,2458,89,"[0.18, 0.12, 0.88, 0.88]",4,pending,0.2692790810746397,accepted,,selected,human_accepted_before_model_evaluation
dog_to_cat_05,dog_to_cat,dog,cat,5101,89,"[0.18, 0.12, 0.88, 0.88]",5,pending,0.2657510710139464,accepted,,selected,human_accepted_before_model_evaluation
dog_to_cat_06,dog_to_cat,dog,cat,6716,89,"[0.18, 0.12, 0.88, 0.88]",6,pending,0.2244858741734112,accepted,,selected,human_accepted_before_model_evaluation
dog_to_cat_07,dog_to_cat,dog,cat,5701,89,"[0.18, 0.12, 0.88, 0.88]",7,pending,0.25238851013512587,accepted,,selected,human_accepted_before_model_evaluation
dog_to_cat_08,dog_to_cat,dog,cat,6989,89,"[0.18, 0.12, 0.88, 0.88]",8,pending,0.2725878879895297,accepted,,selected,human_accepted_before_model_evaluation
dog_to_cat_09,dog_to_cat,dog,cat,2807,89,"[0.18, 0.12, 0.88, 0.88]",9,pending,0.23931649265748361,rejected,reviewer_rejected_unspecified,not_selected,human_rejected_before_model_evaluation
dog_to_cat_10,dog_to_cat,dog,cat,7413,89,"[0.18, 0.12, 0.88, 0.88]",10,pending,0.2787897322605879,accepted,,selected,human_accepted_before_model_evaluation
dog_to_cat_11,dog_to_cat,dog,cat,4850,89,"[0.18, 0.12, 0.88, 0.88]",11,pending,0.26029932765424635,accepted,,selected,human_accepted_before_model_evaluation
dog_to_cat_12,dog_to_cat,dog,cat,2950,89,"[0.18, 0.12, 0.88, 0.88]",12,pending,0.2556164449899427,accepted,,selected,human_accepted_before_model_evaluation
dog_to_cat_13,dog_to_cat,dog,cat,5496,89,"[0.18, 0.12, 0.88, 0.88]",13,pending,0.2588388669564859,accepted,,selected,human_accepted_before_model_evaluation
dog_to_cat_14,dog_to_cat,dog,cat,3889,89,"[0.18, 0.12, 0.88, 0.88]",14,pending,0.25906055331894706,rejected,reviewer_rejected_unspecified,not_selected,human_rejected_before_model_evaluation
dog_to_cat_15,dog_to_cat,dog,cat,4547,89,"[0.18, 0.12, 0.88, 0.88]",15,pending,0.22622017748656273,accepted,,selected,human_accepted_before_model_evaluation
dog_to_cat_16,dog_to_cat,dog,cat,4106,89,"[0.18, 0.12, 0.88, 0.88]",16,pending,0.22568015583693302,accepted,,selected,human_accepted_before_model_evaluation
dog_to_cat_17,dog_to_cat,dog,cat,4953,89,"[0.18, 0.12, 0.88, 0.88]",17,pending,0.2465285257355253,accepted,,selected,human_accepted_before_model_evaluation
dog_to_cat_18,dog_to_cat,dog,cat,2334,89,"[0.18, 0.12, 0.88, 0.88]",18,pending,0.24192156029505918,accepted,,selected,human_accepted_before_model_evaluation
dog_to_cat_19,dog_to_cat,dog,cat,5332,89,"[0.18, 0.12, 0.88, 0.88]",19,pending,0.24658536505160084,rejected,reviewer_rejected_unspecified,not_selected,human_rejected_before_model_evaluation
dog_to_cat_20,dog_to_cat,dog,cat,6922,89,"[0.18, 0.12, 0.88, 0.88]",20,pending,0.27346035811758324,accepted,,selected,human_accepted_before_model_evaluation
dog_to_cat_21,dog_to_cat,dog,cat,1552,89,"[0.18, 0.12, 0.88, 0.88]",21,pending,0.21513546266065034,accepted,,selected,human_accepted_before_model_evaluation
dog_to_cat_22,dog_to_cat,dog,cat,5924,89,"[0.18, 0.12, 0.88, 0.88]",22,pending,0.22911255465821345,rejected,reviewer_rejected_unspecified,not_selected,human_rejected_before_model_evaluation
dog_to_cat_23,dog_to_cat,dog,cat,2427,89,"[0.18, 0.12, 0.88, 0.88]",23,pending,0.252412179327074,accepted,,selected,human_accepted_before_model_evaluation
dog_to_cat_24,dog_to_cat,dog,cat,1877,89,"[0.18, 0.12, 0.88, 0.88]",24,pending,0.22989617790843628,rejected,reviewer_rejected_unspecified,not_selected,human_rejected_before_model_evaluation
dog_to_horse_00,dog_to_horse,dog,horse,3863,48,"[0.18, 0.18, 0.88, 0.92]",0,pending,0.17856077664032713,accepted,,selected,human_accepted_before_model_evaluation
dog_to_horse_01,dog_to_horse,dog,horse,6414,48,"[0.18, 0.18, 0.88, 0.92]",1,pending,0.1737380238550333,rejected,reviewer_rejected_unspecified,not_selected,human_rejected_before_model_evaluation
dog_to_horse_02,dog_to_horse,dog,horse,7041,48,"[0.18, 0.18, 0.88, 0.92]",2,pending,0.21305774124729757,accepted,,selected,human_accepted_before_model_evaluation
dog_to_horse_03,dog_to_horse,dog,horse,7130,48,"[0.18, 0.18, 0.88, 0.92]",3,pending,0.14904503843424194,accepted,,selected,human_accepted_before_model_evaluation
dog_to_horse_04,dog_to_horse,dog,horse,4290,48,"[0.18, 0.18, 0.88, 0.92]",4,pending,0.15792126330220946,rejected,reviewer_rejected_unspecified,not_selected,human_rejected_before_model_evaluation
dog_to_horse_05,dog_to_horse,dog,horse,1644,48,"[0.18, 0.18, 0.88, 0.92]",5,pending,0.17427065877028325,accepted,,selected,human_accepted_before_model_evaluation
dog_to_horse_06,dog_to_horse,dog,horse,4850,48,"[0.18, 0.18, 0.88, 0.92]",6,pending,0.17272392749633544,accepted,,selected,human_accepted_before_model_evaluation
dog_to_horse_07,dog_to_horse,dog,horse,1877,48,"[0.18, 0.18, 0.88, 0.92]",7,pending,0.16161923626961502,accepted,,selected,human_accepted_before_model_evaluation
dog_to_horse_08,dog_to_horse,dog,horse,5924,48,"[0.18, 0.18, 0.88, 0.92]",8,pending,0.14875334741729646,rejected,reviewer_rejected_unspecified,not_selected,human_rejected_before_model_evaluation
dog_to_horse_09,dog_to_horse,dog,horse,2623,48,"[0.18, 0.18, 0.88, 0.92]",9,pending,0.1609261466118608,accepted,,selected,human_accepted_before_model_evaluation
dog_to_horse_10,dog_to_horse,dog,horse,6358,48,"[0.18, 0.18, 0.88, 0.92]",10,pending,0.1540838945819326,rejected,reviewer_rejected_unspecified,not_selected,human_rejected_before_model_evaluation
dog_to_horse_11,dog_to_horse,dog,horse,6989,48,"[0.18, 0.18, 0.88, 0.92]",11,pending,0.18149242766133894,accepted,,selected,human_accepted_before_model_evaluation
dog_to_horse_12,dog_to_horse,dog,horse,7706,48,"[0.18, 0.18, 0.88, 0.92]",12,pending,0.18888210327564117,accepted,,selected,human_accepted_before_model_evaluation
dog_to_horse_13,dog_to_horse,dog,horse,2766,48,"[0.18, 0.18, 0.88, 0.92]",13,pending,0.20936272132013872,accepted,,selected,human_accepted_before_model_evaluation
dog_to_horse_14,dog_to_horse,dog,horse,2458,48,"[0.18, 0.18, 0.88, 0.92]",14,pending,0.18732887129573722,accepted,,selected,human_accepted_before_model_evaluation
dog_to_horse_15,dog_to_horse,dog,horse,6224,48,"[0.18, 0.18, 0.88, 0.92]",15,pending,0.15803495916661975,accepted,,selected,human_accepted_before_model_evaluation
dog_to_horse_16,dog_to_horse,dog,horse,2265,48,"[0.18, 0.18, 0.88, 0.92]",16,pending,0.16970279022893017,rejected,reviewer_rejected_unspecified,not_selected,human_rejected_before_model_evaluation
dog_to_horse_17,dog_to_horse,dog,horse,2334,48,"[0.18, 0.18, 0.88, 0.92]",17,pending,0.18691325683680976,accepted,,selected,human_accepted_before_model_evaluation
dog_to_horse_18,dog_to_horse,dog,horse,319,48,"[0.18, 0.18, 0.88, 0.92]",18,pending,0.20013617712560272,accepted,,selected,human_accepted_before_model_evaluation
dog_to_horse_19,dog_to_horse,dog,horse,2268,48,"[0.18, 0.18, 0.88, 0.92]",19,pending,0.2141670891148998,accepted,,selected,human_accepted_before_model_evaluation
dog_to_horse_20,dog_to_horse,dog,horse,7413,48,"[0.18, 0.18, 0.88, 0.92]",20,pending,0.20647331314641676,accepted,,selected,human_accepted_before_model_evaluation
dog_to_horse_21,dog_to_horse,dog,horse,5496,48,"[0.18, 0.18, 0.88, 0.92]",21,pending,0.18439538609658906,accepted,,selected,human_accepted_before_model_evaluation
dog_to_horse_22,dog_to_horse,dog,horse,3889,48,"[0.18, 0.18, 0.88, 0.92]",22,pending,0.19617183389217832,accepted,,selected,human_accepted_before_model_evaluation
dog_to_horse_23,dog_to_horse,dog,horse,645,48,"[0.18, 0.18, 0.88, 0.92]",23,pending,0.15833865276952536,accepted,,selected,human_accepted_before_model_evaluation
dog_to_horse_24,dog_to_horse,dog,horse,685,48,"[0.18, 0.18, 0.88, 0.92]",24,pending,0.20667540051687286,accepted,,selected,human_accepted_before_model_evaluation
horse_to_deer_00,horse_to_deer,horse,deer,2610,181,"[0.18, 0.1, 0.88, 0.92]",0,pending,0.15877286765967308,accepted,,selected,human_accepted_before_model_evaluation
horse_to_deer_01,horse_to_deer,horse,deer,4411,181,"[0.18, 0.1, 0.88, 0.92]",1,pending,0.19163984772428921,rejected,reviewer_rejected_unspecified,not_selected,human_rejected_before_model_evaluation
horse_to_deer_02,horse_to_deer,horse,deer,3494,181,"[0.18, 0.1, 0.88, 0.92]",2,pending,0.18912399471621252,accepted,,selected,human_accepted_before_model_evaluation
horse_to_deer_03,horse_to_deer,horse,deer,7779,181,"[0.18, 0.1, 0.88, 0.92]",3,pending,0.1879723891157678,rejected,reviewer_rejected_unspecified,not_selected,human_rejected_before_model_evaluation
horse_to_deer_04,horse_to_deer,horse,deer,2003,181,"[0.18, 0.1, 0.88, 0.92]",4,pending,0.1822394439134075,accepted,,selected,human_accepted_before_model_evaluation
horse_to_deer_05,horse_to_deer,horse,deer,5858,181,"[0.18, 0.1, 0.88, 0.92]",5,pending,0.19664138314109816,accepted,,selected,human_accepted_before_model_evaluation
horse_to_deer_06,horse_to_deer,horse,deer,3292,181,"[0.18, 0.1, 0.88, 0.92]",6,pending,0.18967146378944186,rejected,reviewer_rejected_unspecified,not_selected,human_rejected_before_model_evaluation
horse_to_deer_07,horse_to_deer,horse,deer,3777,181,"[0.18, 0.1, 0.88, 0.92]",7,pending,0.1779850883534555,accepted,,selected,human_accepted_before_model_evaluation
horse_to_deer_08,horse_to_deer,horse,deer,6713,181,"[0.18, 0.1, 0.88, 0.92]",8,pending,0.1862953192945516,rejected,reviewer_rejected_unspecified,not_selected,human_rejected_before_model_evaluation
horse_to_deer_09,horse_to_deer,horse,deer,7108,181,"[0.18, 0.1, 0.88, 0.92]",9,pending,0.1949226791979734,accepted,,selected,human_accepted_before_model_evaluation
horse_to_deer_10,horse_to_deer,horse,deer,7600,181,"[0.18, 0.1, 0.88, 0.92]",10,pending,0.21263359351180997,accepted,,selected,human_accepted_before_model_evaluation
horse_to_deer_11,horse_to_deer,horse,deer,5857,181,"[0.18, 0.1, 0.88, 0.92]",11,pending,0.19385579997394692,accepted,,selected,human_accepted_before_model_evaluation
horse_to_deer_12,horse_to_deer,horse,deer,5382,181,"[0.18, 0.1, 0.88, 0.92]",12,pending,0.19943620128707618,accepted,,selected,human_accepted_before_model_evaluation
horse_to_deer_13,horse_to_deer,horse,deer,7781,181,"[0.18, 0.1, 0.88, 0.92]",13,pending,0.19471954703426186,accepted,,selected,human_accepted_before_model_evaluation
horse_to_deer_14,horse_to_deer,horse,deer,4011,181,"[0.18, 0.1, 0.88, 0.92]",14,pending,0.17208871577653595,accepted,,selected,human_accepted_before_model_evaluation
horse_to_deer_15,horse_to_deer,horse,deer,964,181,"[0.18, 0.1, 0.88, 0.92]",15,pending,0.19991946062980548,accepted,,selected,human_accepted_before_model_evaluation
horse_to_deer_16,horse_to_deer,horse,deer,5082,181,"[0.18, 0.1, 0.88, 0.92]",16,pending,0.20891539670358666,accepted,,selected,human_accepted_before_model_evaluation
horse_to_deer_17,horse_to_deer,horse,deer,1534,181,"[0.18, 0.1, 0.88, 0.92]",17,pending,0.17296350490839485,rejected,reviewer_rejected_unspecified,not_selected,human_rejected_before_model_evaluation
horse_to_deer_18,horse_to_deer,horse,deer,920,181,"[0.18, 0.1, 0.88, 0.92]",18,pending,0.18089367454524857,accepted,,selected,human_accepted_before_model_evaluation
horse_to_deer_19,horse_to_deer,horse,deer,449,181,"[0.18, 0.1, 0.88, 0.92]",19,pending,0.19156208132126396,accepted,,selected,human_accepted_before_model_evaluation
horse_to_deer_20,horse_to_deer,horse,deer,1667,181,"[0.18, 0.1, 0.88, 0.92]",20,pending,0.18878741934932217,accepted,,selected,human_accepted_before_model_evaluation
horse_to_deer_21,horse_to_deer,horse,deer,7996,181,"[0.18, 0.1, 0.88, 0.92]",21,pending,0.18313372219380275,accepted,,selected,human_accepted_before_model_evaluation
horse_to_deer_22,horse_to_deer,horse,deer,3418,181,"[0.18, 0.1, 0.88, 0.92]",22,pending,0.221283175736794,accepted,,selected,human_accepted_before_model_evaluation
horse_to_deer_23,horse_to_deer,horse,deer,6381,181,"[0.18, 0.1, 0.88, 0.92]",23,pending,0.19027344003575847,accepted,,selected,human_accepted_before_model_evaluation
horse_to_deer_24,horse_to_deer,horse,deer,4731,181,"[0.18, 0.1, 0.88, 0.92]",24,pending,0.1884711608267021,accepted,,selected,human_accepted_before_model_evaluation
horse_to_dog_00,horse_to_dog,horse,dog,4254,113,"[0.18, 0.1, 0.88, 0.9]",0,pending,0.15032051731634696,accepted,,selected,human_accepted_before_model_evaluation
horse_to_dog_01,horse_to_dog,horse,dog,3191,113,"[0.18, 0.1, 0.88, 0.9]",1,pending,0.20559864542037112,rejected,reviewer_rejected_unspecified,not_selected,human_rejected_before_model_evaluation
horse_to_dog_02,horse_to_dog,horse,dog,3418,113,"[0.18, 0.1, 0.88, 0.9]",2,pending,0.20981478457371694,accepted,,selected,human_accepted_before_model_evaluation
horse_to_dog_03,horse_to_dog,horse,dog,7779,113,"[0.18, 0.1, 0.88, 0.9]",3,pending,0.19536275377999984,rejected,reviewer_rejected_unspecified,not_selected,human_rejected_before_model_evaluation
horse_to_dog_04,horse_to_dog,horse,dog,4011,113,"[0.18, 0.1, 0.88, 0.9]",4,pending,0.16473663921334095,accepted,,selected,human_accepted_before_model_evaluation
horse_to_dog_05,horse_to_dog,horse,dog,3777,113,"[0.18, 0.1, 0.88, 0.9]",5,pending,0.18563973140795334,accepted,,selected,human_accepted_before_model_evaluation
horse_to_dog_06,horse_to_dog,horse,dog,7781,113,"[0.18, 0.1, 0.88, 0.9]",6,pending,0.19525663074573132,accepted,,selected,human_accepted_before_model_evaluation
horse_to_dog_07,horse_to_dog,horse,dog,5082,113,"[0.18, 0.1, 0.88, 0.9]",7,pending,0.19580704901312404,accepted,,selected,human_accepted_before_model_evaluation
horse_to_dog_08,horse_to_dog,horse,dog,920,113,"[0.18, 0.1, 0.88, 0.9]",8,pending,0.16643858225575778,accepted,,selected,human_accepted_before_model_evaluation
horse_to_dog_09,horse_to_dog,horse,dog,7108,113,"[0.18, 0.1, 0.88, 0.9]",9,pending,0.17486836457815144,accepted,,selected,human_accepted_before_model_evaluation
horse_to_dog_10,horse_to_dog,horse,dog,929,113,"[0.18, 0.1, 0.88, 0.9]",10,pending,0.19230620889003378,accepted,,selected,human_accepted_before_model_evaluation
horse_to_dog_11,horse_to_dog,horse,dog,6381,113,"[0.18, 0.1, 0.88, 0.9]",11,pending,0.2007207550354238,accepted,,selected,human_accepted_before_model_evaluation
horse_to_dog_12,horse_to_dog,horse,dog,964,113,"[0.18, 0.1, 0.88, 0.9]",12,pending,0.21233807967364957,accepted,,selected,human_accepted_before_model_evaluation
horse_to_dog_13,horse_to_dog,horse,dog,5857,113,"[0.18, 0.1, 0.88, 0.9]",13,pending,0.2083547134604238,accepted,,selected,human_accepted_before_model_evaluation
horse_to_dog_14,horse_to_dog,horse,dog,545,113,"[0.18, 0.1, 0.88, 0.9]",14,pending,0.19886030264863827,accepted,,selected,human_accepted_before_model_evaluation
horse_to_dog_15,horse_to_dog,horse,dog,1534,113,"[0.18, 0.1, 0.88, 0.9]",15,pending,0.18872493468266568,rejected,reviewer_rejected_unspecified,not_selected,human_rejected_before_model_evaluation
horse_to_dog_16,horse_to_dog,horse,dog,7555,113,"[0.18, 0.1, 0.88, 0.9]",16,pending,0.1963456581677531,rejected,reviewer_rejected_unspecified,not_selected,human_rejected_before_model_evaluation
horse_to_dog_17,horse_to_dog,horse,dog,3494,113,"[0.18, 0.1, 0.88, 0.9]",17,pending,0.19557562812337717,accepted,,selected,human_accepted_before_model_evaluation
horse_to_dog_18,horse_to_dog,horse,dog,4093,113,"[0.18, 0.1, 0.88, 0.9]",18,pending,0.1913457524704838,accepted,,selected,human_accepted_before_model_evaluation
horse_to_dog_19,horse_to_dog,horse,dog,3515,113,"[0.18, 0.1, 0.88, 0.9]",19,pending,0.2194929995166073,accepted,,selected,human_accepted_before_model_evaluation
horse_to_dog_20,horse_to_dog,horse,dog,3844,113,"[0.18, 0.1, 0.88, 0.9]",20,pending,0.18729922719335415,accepted,,selected,human_accepted_before_model_evaluation
horse_to_dog_21,horse_to_dog,horse,dog,7726,113,"[0.18, 0.1, 0.88, 0.9]",21,pending,0.17786410933184474,rejected,reviewer_rejected_unspecified,not_selected,human_rejected_before_model_evaluation
horse_to_dog_22,horse_to_dog,horse,dog,3292,113,"[0.18, 0.1, 0.88, 0.9]",22,pending,0.20098720754315297,accepted,,selected,human_accepted_before_model_evaluation
horse_to_dog_23,horse_to_dog,horse,dog,3962,113,"[0.18, 0.1, 0.88, 0.9]",23,pending,0.20000462254702187,accepted,,selected,human_accepted_before_model_evaluation
horse_to_dog_24,horse_to_dog,horse,dog,4731,113,"[0.18, 0.1, 0.88, 0.9]",24,pending,0.19104701776850216,accepted,,selected,human_accepted_before_model_evaluation
